CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Quarter,Year,Date_Leave
788930358,Existing Customer,42,F,College,Married,Less than $40K,Blue,40,2,4,2,2827,505,73,none,2019,"none,2019"
788930358,Existing Customer,42,F,College,Married,Less than $40K,Blue,28,2,2,2,2827,1896,81,none,2018,"none,2018"
788931558,Existing Customer,46,M,High School,Single,Less than $40K,Blue,44,1,6,2,2000,1108,43,none,2019,"none,2019"
788931558,Existing Customer,46,M,High School,Single,Less than $40K,Blue,32,1,2,2,2000,1739,85,none,2018,"none,2018"
788937933,Existing Customer,39,F,Graduate,Divorced,$40K - $60K,Silver,37,3,0,1,5494,1121,65,none,2019,"none,2019"
788937933,Existing Customer,39,F,Graduate,Divorced,$40K - $60K,Silver,25,3,1,1,5494,1356,81,none,2018,"none,2018"
788939358,Existing Customer,47,M,High School,Married,Less than $40K,Blue,45,4,6,2,2458,630,39,none,2019,"none,2019"
788939358,Existing Customer,47,M,High School,Married,Less than $40K,Blue,33,4,2,2,2458,1399,40,none,2018,"none,2018"
788940558,Existing Customer,57,F,Graduate,Divorced,$40K - $60K,Blue,27,6,1,2,2134,1085,75,none,2018,"none,2018"
788940558,Existing Customer,57,F,Graduate,Divorced,$40K - $60K,Blue,39,6,0,2,2000,1306,112,none,2019,"none,2019"
788941983,Attrited Customer,55,F,Graduate,Married,$40K - $60K,Blue,22,1,3,1,2013,0,50,Q2,2018,"Q2,2018"
788943333,Attrited Customer,51,M,Post-Graduate,Married,$80K - $120K,Platinum,37,6,2,2,34516,989,55,Q2,2018,"Q2,2018"
788946783,Existing Customer,50,M,Graduate,Single,$60K - $80K,Silver,36,5,1,3,9697,0,50,none,2018,"none,2018"
788946783,Existing Customer,50,M,Graduate,Single,$60K - $80K,Silver,48,5,2,3,9697,1062,74,none,2019,"none,2019"
788950158,Existing Customer,36,M,Graduate,Married,$80K - $120K,Platinum,22,2,2,3,34516,1652,39,none,2018,"none,2018"
788950158,Existing Customer,36,M,Graduate,Married,$80K - $120K,Platinum,34,2,5,3,34516,852,69,none,2019,"none,2019"
788957358,Existing Customer,53,F,Graduate,Single,$40K - $60K,Silver,39,3,3,2,4930,2227,77,none,2018,"none,2018"
788957358,Existing Customer,53,F,Graduate,Single,$40K - $60K,Silver,51,3,0,2,4930,1258,84,none,2019,"none,2019"
788959758,Existing Customer,47,F,Graduate,Single,$40K - $60K,Silver,33,3,2,1,9148,561,59,none,2018,"none,2018"
788959758,Existing Customer,47,F,Graduate,Single,$40K - $60K,Silver,45,3,2,1,9148,395,115,none,2019,"none,2019"
788960658,Existing Customer,42,F,High School,Married,$40K - $60K,Blue,28,1,2,3,2573,1742,88,none,2018,"none,2018"
788960658,Existing Customer,42,F,High School,Married,$40K - $60K,Blue,40,1,1,3,2573,356,80,none,2019,"none,2019"
788965683,Existing Customer,49,F,Uneducated,Married,Less than $40K,Blue,48,6,4,3,1600,443,64,none,2019,"none,2019"
788965683,Existing Customer,49,F,Uneducated,Married,Less than $40K,Blue,36,6,3,3,"1438,3",0,41,none,2018,"none,2018"
788966958,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,46,3,6,2,3112,677,103,none,2019,"none,2019"
788966958,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,34,3,2,2,3112,2023,86,none,2018,"none,2018"
788971308,Existing Customer,62,F,High School,Married,$40K - $60K,Blue,61,5,6,2,2658,1444,60,none,2019,"none,2019"
788971308,Existing Customer,62,F,High School,Married,$40K - $60K,Blue,49,5,4,2,2658,1158,41,none,2018,"none,2018"
788974608,Existing Customer,48,M,Graduate,Married,Less than $40K,Blue,47,5,0,3,2829,681,58,none,2019,"none,2019"
788974608,Existing Customer,48,M,Graduate,Married,Less than $40K,Blue,35,5,1,3,2829,2342,41,none,2018,"none,2018"
788977833,Existing Customer,61,M,Graduate,Single,$60K - $80K,Silver,48,2,1,0,5362,1274,41,none,2018,"none,2018"
788977833,Attrited Customer,61,M,Graduate,Single,$60K - $80K,Silver,60,2,4,0,5362,785,36,Q3,2019,"Q3,2019"
788979258,Existing Customer,51,M,Graduate,Single,$80K - $120K,Platinum,50,4,3,4,34516,656,81,none,2019,"none,2019"
788979258,Existing Customer,51,M,Graduate,Single,$80K - $120K,Platinum,38,4,1,4,34516,1515,32,none,2018,"none,2018"
788980983,Existing Customer,55,M,Graduate,Married,$80K - $120K,Platinum,42,1,4,2,34516,1583,112,none,2018,"none,2018"
788980983,Existing Customer,55,M,Graduate,Married,$80K - $120K,Platinum,54,1,3,2,34516,893,87,none,2019,"none,2019"
788989083,Attrited Customer,57,F,College,Married,$40K - $60K,Blue,56,3,5,2,2817,1353,30,Q3,2019,"Q3,2019"
788989083,Existing Customer,57,F,College,Married,$40K - $60K,Blue,44,3,1,2,2817,1864,82,none,2018,"none,2018"
788990508,Existing Customer,62,F,High School,Single,Less than $40K,Blue,61,4,0,1,1540,400,109,none,2019,"none,2019"
788990508,Existing Customer,62,F,High School,Single,Less than $40K,Blue,49,4,1,1,1540,796,56,none,2018,"none,2018"
788994783,Existing Customer,48,F,Graduate,Married,Less than $40K,Blue,47,3,3,3,1815,318,49,none,2019,"none,2019"
788994783,Existing Customer,48,F,Graduate,Married,Less than $40K,Blue,35,3,4,3,1815,557,76,none,2018,"none,2018"
788996058,Existing Customer,47,F,High School,Married,$40K - $60K,Blue,46,4,5,4,2730,795,83,none,2019,"none,2019"
788996058,Existing Customer,47,F,High School,Married,$40K - $60K,Blue,34,4,2,4,2730,1970,69,none,2018,"none,2018"
788997408,Existing Customer,65,F,High School,Single,$40K - $60K,Blue,65,6,0,2,2195,1416,122,none,2019,"none,2019"
788997408,Existing Customer,65,F,High School,Single,$40K - $60K,Blue,53,6,3,2,2195,1917,65,none,2018,"none,2018"
789008508,Existing Customer,44,M,College,Married,$40K - $60K,Blue,43,2,3,1,3472,481,87,none,2019,"none,2019"
789008508,Existing Customer,44,M,College,Married,$40K - $60K,Blue,31,2,1,1,3472,1687,119,none,2018,"none,2018"
789012633,Existing Customer,30,F,Graduate,Single,Less than $40K,Silver,29,3,5,1,4868,1288,51,none,2019,"none,2019"
789012633,Existing Customer,30,F,Graduate,Single,Less than $40K,Silver,17,3,2,1,4868,1090,69,none,2018,"none,2018"
789013833,Attrited Customer,50,M,Graduate,Married,$120K +,Platinum,37,5,2,1,34516,399,41,Q1,2018,"Q1,2018"
789016983,Existing Customer,45,F,High School,Married,Less than $40K,Blue,44,2,2,1,2948,1286,28,none,2019,"none,2019"
789016983,Existing Customer,45,F,High School,Married,Less than $40K,Blue,32,2,5,1,2948,968,86,none,2018,"none,2018"
789022233,Existing Customer,50,F,Uneducated,Single,Less than $40K,Blue,49,6,6,2,1600,256,73,none,2019,"none,2019"
789022233,Existing Customer,50,F,Uneducated,Single,Less than $40K,Blue,37,6,5,2,"1438,3",754,69,none,2018,"none,2018"
789023508,Existing Customer,46,M,Post-Graduate,Married,$80K - $120K,Platinum,33,4,1,3,34516,1099,110,none,2018,"none,2018"
789023508,Existing Customer,46,M,Post-Graduate,Married,$80K - $120K,Platinum,45,4,1,3,34516,615,45,none,2019,"none,2019"
789025083,Existing Customer,44,M,Graduate,Married,Less than $40K,Blue,27,5,3,0,"1438,3",860,82,none,2018,"none,2018"
789025083,Existing Customer,44,M,Graduate,Married,Less than $40K,Blue,39,5,6,0,1600,502,117,none,2019,"none,2019"
789043008,Existing Customer,55,F,College,Divorced,$40K - $60K,Silver,43,4,2,4,9919,0,70,none,2018,"none,2018"
789043008,Existing Customer,55,F,College,Divorced,$40K - $60K,Silver,55,4,4,4,9919,1024,35,none,2019,"none,2019"
789047208,Existing Customer,57,F,High School,Single,Less than $40K,Blue,57,4,3,3,2454,1361,33,none,2019,"none,2019"
789047208,Existing Customer,57,F,High School,Single,Less than $40K,Blue,45,4,1,3,2454,1610,79,none,2018,"none,2018"
789048858,Existing Customer,32,F,High School,Married,$40K - $60K,Blue,20,5,2,3,2234,1865,59,none,2018,"none,2018"
789048858,Existing Customer,32,F,High School,Married,$40K - $60K,Blue,32,5,6,3,2234,569,78,none,2019,"none,2019"
789050883,Existing Customer,33,F,College,Single,$40K - $60K,Silver,21,4,3,4,5297,0,62,none,2018,"none,2018"
789050883,Existing Customer,33,F,College,Single,$40K - $60K,Silver,33,4,6,4,5297,752,97,none,2019,"none,2019"
789052308,Attrited Customer,60,M,Graduate,Divorced,$40K - $60K,Blue,28,6,2,2,4323,0,38,Q1,2018,"Q1,2018"
789053883,Existing Customer,43,M,College,Single,$60K - $80K,Silver,31,4,2,1,11186,2231,84,none,2018,"none,2018"
789053883,Existing Customer,43,M,College,Single,$60K - $80K,Silver,43,4,2,1,11186,341,64,none,2019,"none,2019"
789059958,Existing Customer,42,M,Graduate,Single,$120K +,Platinum,30,6,2,4,34516,1045,75,none,2018,"none,2018"
789059958,Existing Customer,42,M,Graduate,Single,$120K +,Platinum,42,6,5,4,34516,610,31,none,2019,"none,2019"
789070233,Existing Customer,51,F,Graduate,Divorced,Less than $40K,Blue,51,5,5,3,2987,539,83,none,2019,"none,2019"
789070233,Existing Customer,51,F,Graduate,Divorced,Less than $40K,Blue,39,5,4,3,2987,1764,72,none,2018,"none,2018"
789074358,Existing Customer,46,M,High School,Single,$60K - $80K,Silver,34,2,2,1,10325,0,122,none,2018,"none,2018"
789074358,Existing Customer,46,M,High School,Single,$60K - $80K,Silver,46,2,6,1,10325,1298,107,none,2019,"none,2019"
789076083,Existing Customer,50,F,High School,Married,$40K - $60K,Blue,50,6,4,2,2775,344,115,none,2019,"none,2019"
789076083,Existing Customer,50,F,High School,Married,$40K - $60K,Blue,38,6,3,2,2775,1475,84,none,2018,"none,2018"
789079758,Existing Customer,53,M,Graduate,Married,$120K +,Platinum,32,3,2,3,34516,1356,48,none,2018,"none,2018"
789079758,Existing Customer,53,M,Graduate,Married,$120K +,Platinum,44,3,3,3,34516,791,50,none,2019,"none,2019"
789081408,Attrited Customer,44,F,Uneducated,Married,Less than $40K,Blue,32,6,3,4,"1438,3",170,45,Q2,2018,"Q2,2018"
789082758,Existing Customer,40,F,High School,Married,$40K - $60K,Blue,40,1,1,3,2734,366,97,none,2019,"none,2019"
789082758,Existing Customer,40,F,High School,Married,$40K - $60K,Blue,28,1,3,3,2734,1661,90,none,2018,"none,2018"
789087858,Existing Customer,60,F,Graduate,Married,$40K - $60K,Blue,48,4,2,1,3361,2473,69,none,2018,"none,2018"
789087858,Existing Customer,60,F,Graduate,Married,$40K - $60K,Blue,60,4,4,1,3361,975,67,none,2019,"none,2019"
789089958,Existing Customer,57,M,Graduate,Single,$80K - $120K,Platinum,45,5,2,3,33211,0,81,none,2018,"none,2018"
789089958,Existing Customer,57,M,Graduate,Single,$80K - $120K,Platinum,57,5,6,3,33211,1329,46,none,2019,"none,2019"
789095958,Attrited Customer,50,M,College,Single,$60K - $80K,Silver,38,4,3,3,7603,744,42,Q4,2018,"Q4,2018"
789097833,Existing Customer,39,F,High School,Single,Less than $40K,Blue,39,4,5,3,3927,1155,112,none,2019,"none,2019"
789097833,Existing Customer,39,F,High School,Single,Less than $40K,Blue,27,4,3,3,3927,720,93,none,2018,"none,2018"
789099783,Existing Customer,43,F,High School,Married,$40K - $60K,Blue,43,6,1,3,2069,403,36,none,2019,"none,2019"
789099783,Existing Customer,43,F,High School,Married,$40K - $60K,Blue,31,6,3,3,2069,839,70,none,2018,"none,2018"
789101883,Existing Customer,32,M,Graduate,Single,$60K - $80K,Silver,32,6,4,2,14244,900,108,none,2019,"none,2019"
789101883,Existing Customer,32,M,Graduate,Single,$60K - $80K,Silver,20,6,2,2,14244,1673,66,none,2018,"none,2018"
789105183,Existing Customer,54,M,Post-Graduate,Single,$80K - $120K,Platinum,42,3,1,2,34516,2488,87,none,2018,"none,2018"
789105183,Existing Customer,54,M,Post-Graduate,Single,$80K - $120K,Platinum,54,3,3,2,34516,819,85,none,2019,"none,2019"
789109983,Existing Customer,40,F,High School,Divorced,$40K - $60K,Blue,28,4,1,4,4464,1418,73,none,2018,"none,2018"
789109983,Existing Customer,40,F,High School,Divorced,$40K - $60K,Blue,40,4,3,4,4464,1214,114,none,2019,"none,2019"
789111483,Existing Customer,46,M,Graduate,Married,$80K - $120K,Gold,34,5,3,4,16546,1850,75,none,2018,"none,2018"
789111483,Existing Customer,46,M,Graduate,Married,$80K - $120K,Gold,46,5,6,4,16546,526,97,none,2019,"none,2019"
789114408,Existing Customer,50,F,College,Single,$40K - $60K,Blue,38,3,1,4,4182,0,82,none,2018,"none,2018"
789114408,Existing Customer,50,F,College,Single,$40K - $60K,Blue,50,3,3,4,4182,454,91,none,2019,"none,2019"
789115833,Existing Customer,44,M,High School,Married,$40K - $60K,Blue,32,5,3,2,3233,1034,29,none,2018,"none,2018"
789115833,Existing Customer,44,M,High School,Married,$40K - $60K,Blue,44,5,3,2,3233,344,78,none,2019,"none,2019"
789121233,Existing Customer,45,F,College,Single,Less than $40K,Blue,41,5,1,3,2329,2290,76,none,2018,"none,2018"
789121233,Existing Customer,42,F,College,Single,Less than $40K,Blue,53,5,1,3,2329,1292,47,none,2019,"none,2019"
789122808,Attrited Customer,60,F,College,Married,$40K - $60K,Blue,29,5,2,3,3281,0,45,Q1,2018,"Q1,2018"
789124683,Existing Customer,54,M,Graduate,Married,$60K - $80K,Silver,42,4,2,3,12217,0,21,none,2018,"none,2018"
789124683,Existing Customer,54,M,Graduate,Married,$60K - $80K,Silver,54,4,0,3,12217,879,80,none,2019,"none,2019"
789125733,Existing Customer,38,F,College,Married,Less than $40K,Blue,38,4,3,4,4002,413,117,none,2019,"none,2019"
789125733,Existing Customer,38,F,College,Married,Less than $40K,Blue,26,4,2,4,4002,1402,53,none,2018,"none,2018"
789127533,Existing Customer,49,M,Graduate,Single,$80K - $120K,Platinum,37,5,2,2,32338,1664,83,none,2018,"none,2018"
789127533,Existing Customer,49,M,Graduate,Single,$80K - $120K,Platinum,49,5,3,2,32338,1073,109,none,2019,"none,2019"
789129033,Existing Customer,44,M,Graduate,Married,$60K - $80K,Silver,32,5,3,2,14910,877,26,none,2018,"none,2018"
789129033,Existing Customer,44,M,Graduate,Married,$60K - $80K,Silver,44,5,3,2,14910,810,42,none,2019,"none,2019"
789138258,Existing Customer,45,F,High School,Married,Less than $40K,Blue,46,2,1,2,2976,573,48,none,2019,"none,2019"
789138258,Existing Customer,45,F,High School,Married,Less than $40K,Blue,34,2,3,2,2976,2372,83,none,2018,"none,2018"
789140283,Existing Customer,53,M,Graduate,Single,$40K - $60K,Blue,42,5,4,1,2664,2037,29,none,2018,"none,2018"
789140283,Existing Customer,53,M,Graduate,Single,$40K - $60K,Blue,54,5,4,1,2664,577,87,none,2019,"none,2019"
789143283,Existing Customer,41,F,Graduate,Single,$40K - $60K,Silver,30,4,2,3,5647,1175,76,none,2018,"none,2018"
789143283,Existing Customer,41,F,Graduate,Single,$40K - $60K,Silver,42,4,1,3,5647,1157,69,none,2019,"none,2019"
789144633,Existing Customer,45,M,Graduate,Married,$60K - $80K,Silver,34,3,2,2,9705,850,34,none,2018,"none,2018"
789144633,Existing Customer,45,M,Graduate,Married,$60K - $80K,Silver,46,3,6,2,9705,249,37,none,2019,"none,2019"
789150633,Existing Customer,50,F,Graduate,Married,Less than $40K,Blue,50,6,0,2,3026,1003,58,none,2019,"none,2019"
789150633,Existing Customer,50,F,Graduate,Married,Less than $40K,Blue,38,6,3,2,3026,1888,58,none,2018,"none,2018"
789151983,Existing Customer,43,F,College,Married,$40K - $60K,Blue,31,2,3,3,4091,1108,87,none,2018,"none,2018"
789151983,Attrited Customer,43,F,College,Married,$40K - $60K,Blue,43,2,1,3,4091,394,56,Q4,2019,"Q4,2019"
789154833,Existing Customer,56,M,Graduate,Married,$80K - $120K,Gold,44,5,2,0,19030,912,72,none,2018,"none,2018"
789154833,Attrited Customer,56,M,Graduate,Married,$80K - $120K,Gold,56,5,1,0,19030,1177,44,Q1,2019,"Q1,2019"
789158433,Existing Customer,49,F,High School,Married,$40K - $60K,Blue,50,4,5,2,2497,766,84,none,2019,"none,2019"
789158433,Existing Customer,49,F,High School,Married,$40K - $60K,Blue,38,4,1,2,2497,1674,53,none,2018,"none,2018"
789161358,Existing Customer,30,F,Graduate,Married,$40K - $60K,Blue,31,3,6,4,3213,945,56,none,2019,"none,2019"
789161358,Existing Customer,30,F,Graduate,Married,$40K - $60K,Blue,19,3,1,4,3213,2517,46,none,2018,"none,2018"
789164283,Existing Customer,55,F,High School,Married,$40K - $60K,Blue,56,1,2,3,2596,1492,117,none,2019,"none,2019"
789164283,Existing Customer,55,F,High School,Married,$40K - $60K,Blue,44,1,1,3,2596,1929,87,none,2018,"none,2018"
789167658,Existing Customer,34,M,College,Divorced,$60K - $80K,Blue,23,5,3,2,4245,1815,34,none,2018,"none,2018"
789167658,Existing Customer,34,M,College,Divorced,$60K - $80K,Blue,35,5,6,2,4245,736,90,none,2019,"none,2019"
789170283,Existing Customer,53,M,Graduate,Divorced,$60K - $80K,Silver,42,5,5,4,6514,978,63,none,2018,"none,2018"
789170283,Existing Customer,53,M,Graduate,Divorced,$60K - $80K,Silver,54,5,6,4,6514,264,116,none,2019,"none,2019"
789172683,Existing Customer,56,M,Uneducated,Married,Less than $40K,Blue,57,6,1,0,2283,1333,32,none,2019,"none,2019"
789172683,Existing Customer,56,M,Uneducated,Married,Less than $40K,Blue,45,6,2,0,2283,1430,27,none,2018,"none,2018"
789173958,Existing Customer,45,F,Graduate,Married,Less than $40K,Blue,46,4,0,2,1600,1146,76,none,2019,"none,2019"
789173958,Existing Customer,45,F,Graduate,Married,Less than $40K,Blue,34,4,1,2,"1438,3",877,76,none,2018,"none,2018"
789175683,Existing Customer,49,F,College,Married,$40K - $60K,Silver,50,2,1,2,10741,989,118,none,2019,"none,2019"
789175683,Existing Customer,49,F,College,Married,$40K - $60K,Silver,38,2,3,2,10741,2517,71,none,2018,"none,2018"
789177333,Attrited Customer,47,F,Graduate,Married,Less than $40K,Blue,36,6,3,2,1693,1088,40,Q2,2018,"Q2,2018"
789179583,Existing Customer,28,F,College,Divorced,$40K - $60K,Silver,17,5,3,2,11881,1488,87,none,2018,"none,2018"
789179583,Existing Customer,28,F,College,Divorced,$40K - $60K,Silver,29,5,2,2,11881,1379,111,none,2019,"none,2019"
789180933,Existing Customer,37,F,High School,Married,Less than $40K,Blue,38,3,6,2,2917,1344,83,none,2019,"none,2019"
789180933,Existing Customer,37,F,High School,Married,Less than $40K,Blue,26,3,1,2,2917,2216,67,none,2018,"none,2018"
789182358,Existing Customer,56,M,Graduate,Single,$80K - $120K,Gold,45,3,1,2,17628,1414,76,none,2018,"none,2018"
789182358,Existing Customer,56,M,Graduate,Single,$80K - $120K,Gold,57,3,5,2,17628,1178,76,none,2019,"none,2019"
789185508,Existing Customer,49,M,High School,Divorced,$60K - $80K,Silver,38,5,2,1,5536,756,70,none,2018,"none,2018"
789185508,Existing Customer,49,M,High School,Divorced,$60K - $80K,Silver,50,5,0,1,5536,840,96,none,2019,"none,2019"
789186858,Existing Customer,52,M,Graduate,Married,$80K - $120K,Platinum,41,2,5,1,33256,928,97,none,2018,"none,2018"
789186858,Attrited Customer,52,M,Graduate,Married,$80K - $120K,Platinum,53,2,1,1,33256,914,61,Q1,2019,"Q1,2019"
789187908,Existing Customer,56,M,Graduate,Married,$60K - $80K,Silver,45,4,2,2,11102,1946,36,none,2018,"none,2018"
789187908,Existing Customer,56,M,Graduate,Married,$60K - $80K,Silver,57,4,5,2,11102,384,84,none,2019,"none,2019"
789191358,Existing Customer,55,M,Graduate,Married,Less than $40K,Blue,56,2,0,2,1854,1125,94,none,2019,"none,2019"
789191358,Existing Customer,55,M,Graduate,Married,Less than $40K,Blue,44,2,3,2,1854,794,80,none,2018,"none,2018"
789193383,Existing Customer,65,M,High School,Single,$40K - $60K,Blue,54,3,1,5,2644,1691,70,none,2018,"none,2018"
789193383,Attrited Customer,65,M,High School,Single,$40K - $60K,Blue,66,3,4,5,2644,712,70,Q3,2019,"Q3,2019"
789196158,Attrited Customer,55,M,Graduate,Married,$40K - $60K,Blue,56,6,6,4,2173,825,104,Q3,2019,"Q3,2019"
789196158,Existing Customer,55,M,Graduate,Married,$40K - $60K,Blue,44,6,2,4,2173,1520,26,none,2018,"none,2018"
789197508,Attrited Customer,54,M,High School,Married,$40K - $60K,Blue,55,6,2,4,2240,527,99,Q2,2019,"Q2,2019"
789197508,Existing Customer,54,M,High School,Married,$40K - $60K,Blue,43,6,3,4,2240,1580,36,none,2018,"none,2018"
789198708,Existing Customer,58,M,Graduate,Married,$80K - $120K,Gold,47,3,1,2,27088,0,24,none,2018,"none,2018"
789198708,Existing Customer,58,M,Graduate,Married,$80K - $120K,Gold,59,3,4,2,27088,533,81,none,2019,"none,2019"
789200208,Existing Customer,40,F,High School,Married,$40K - $60K,Blue,41,2,0,3,3326,666,121,none,2019,"none,2019"
789200208,Existing Customer,40,F,High School,Married,$40K - $60K,Blue,29,2,3,3,3326,2181,110,none,2018,"none,2018"
789204933,Existing Customer,65,M,Graduate,Single,$40K - $60K,Silver,55,3,2,4,8963,0,76,none,2018,"none,2018"
789204933,Existing Customer,65,M,Graduate,Single,$40K - $60K,Silver,67,3,0,4,8963,1366,79,none,2019,"none,2019"
789209283,Existing Customer,48,F,High School,Married,Less than $40K,Blue,49,5,2,0,4361,747,80,none,2019,"none,2019"
789209283,Existing Customer,48,F,High School,Married,Less than $40K,Blue,37,5,3,0,4361,806,84,none,2018,"none,2018"
789212883,Attrited Customer,55,F,Uneducated,Divorced,Less than $40K,Blue,19,6,1,2,1644,0,44,Q3,2018,"Q3,2018"
789218433,Existing Customer,33,F,High School,Married,Less than $40K,Blue,34,2,6,2,2000,796,72,none,2019,"none,2019"
789218433,Existing Customer,33,F,High School,Married,Less than $40K,Blue,22,2,3,2,"1438,3",0,86,none,2018,"none,2018"
789220008,Existing Customer,56,M,College,Married,$60K - $80K,Silver,45,5,2,2,4531,0,27,none,2018,"none,2018"
789220008,Existing Customer,56,M,College,Married,$60K - $80K,Silver,57,5,5,2,4531,330,34,none,2019,"none,2019"
789226683,Existing Customer,44,M,High School,Married,Less than $40K,Silver,33,6,2,3,4969,1187,82,none,2018,"none,2018"
789226683,Attrited Customer,44,M,High School,Married,Less than $40K,Silver,45,6,4,3,4969,1288,66,Q3,2019,"Q3,2019"
789228108,Existing Customer,56,F,Graduate,Single,$40K - $60K,Silver,45,2,2,3,9091,1306,86,none,2018,"none,2018"
789228108,Existing Customer,56,F,Graduate,Single,$40K - $60K,Silver,57,2,6,3,9091,400,80,none,2019,"none,2019"
789231858,Existing Customer,59,M,Uneducated,Married,Less than $40K,Blue,60,5,5,3,2000,445,53,none,2019,"none,2019"
789231858,Existing Customer,59,M,Uneducated,Married,Less than $40K,Blue,48,5,3,3,"1438,3",642,79,none,2018,"none,2018"
789233808,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,39,6,4,2,2425,909,110,none,2019,"none,2019"
789233808,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,27,6,2,2,2425,1396,74,none,2018,"none,2018"
789235383,Existing Customer,38,M,College,Married,$60K - $80K,Silver,27,5,2,4,10386,1909,52,none,2018,"none,2018"
789235383,Existing Customer,38,M,College,Married,$60K - $80K,Silver,39,5,3,4,10386,1488,79,none,2019,"none,2019"
789237333,Existing Customer,47,M,Post-Graduate,Divorced,$60K - $80K,Gold,36,4,2,5,20237,1593,102,none,2018,"none,2018"
789237333,Existing Customer,47,M,Post-Graduate,Divorced,$60K - $80K,Gold,48,4,2,5,20237,1154,41,none,2019,"none,2019"
789238683,Existing Customer,53,M,Graduate,Divorced,$80K - $120K,Gold,42,4,2,2,22664,0,89,none,2018,"none,2018"
789238683,Existing Customer,53,M,Graduate,Divorced,$80K - $120K,Gold,54,4,4,2,22664,550,88,none,2019,"none,2019"
789240258,Existing Customer,50,F,High School,Single,$40K - $60K,Blue,35,4,3,1,2784,2458,81,none,2018,"none,2018"
789240258,Existing Customer,50,F,High School,Single,$40K - $60K,Blue,47,4,3,1,2784,833,52,none,2019,"none,2019"
789241308,Attrited Customer,54,F,High School,Single,Less than $40K,Blue,39,4,3,3,"1438,3",0,41,Q2,2018,"Q2,2018"
789244308,Existing Customer,56,M,College,Divorced,$80K - $120K,Gold,41,6,1,4,17753,1899,64,none,2018,"none,2018"
789244308,Existing Customer,56,M,College,Divorced,$80K - $120K,Gold,53,6,5,4,17753,461,68,none,2019,"none,2019"
789247458,Existing Customer,32,M,Graduate,Single,$40K - $60K,Blue,21,6,2,3,2801,1472,54,none,2018,"none,2018"
789247458,Existing Customer,32,M,Graduate,Single,$40K - $60K,Blue,33,6,2,3,2801,1074,81,none,2019,"none,2019"
789248958,Existing Customer,37,F,High School,Married,Less than $40K,Blue,38,3,0,3,2946,1248,100,none,2019,"none,2019"
789248958,Existing Customer,37,F,High School,Married,Less than $40K,Blue,26,3,2,3,2946,2517,89,none,2018,"none,2018"
789261558,Existing Customer,58,M,High School,Married,$40K - $60K,Blue,47,3,1,4,2212,1392,34,none,2018,"none,2018"
789261558,Attrited Customer,58,M,High School,Married,$40K - $60K,Blue,59,3,5,4,2212,1124,117,Q3,2019,"Q3,2019"
789262683,Existing Customer,60,M,College,Divorced,Less than $40K,Blue,61,4,2,2,3012,496,50,none,2019,"none,2019"
789262683,Existing Customer,60,M,College,Divorced,Less than $40K,Blue,49,4,3,2,3012,0,23,none,2018,"none,2018"
789266208,Existing Customer,56,M,Graduate,Married,$60K - $80K,Silver,45,3,2,3,5920,1589,28,none,2018,"none,2018"
789266208,Existing Customer,56,M,Graduate,Married,$60K - $80K,Silver,57,3,5,3,5920,314,35,none,2019,"none,2019"
789267633,Existing Customer,54,F,College,Married,$40K - $60K,Blue,43,3,4,1,2573,1760,93,none,2018,"none,2018"
789267633,Existing Customer,54,F,College,Married,$40K - $60K,Blue,55,3,6,1,2573,1381,30,none,2019,"none,2019"
789270033,Existing Customer,48,M,Graduate,Single,$80K - $120K,Platinum,37,3,2,3,34516,0,13,none,2018,"none,2018"
789270033,Existing Customer,48,M,Graduate,Single,$80K - $120K,Platinum,49,3,2,3,34516,815,90,none,2019,"none,2019"
789271533,Existing Customer,51,F,Uneducated,Single,Less than $40K,Blue,52,5,5,2,2000,733,117,none,2019,"none,2019"
789271533,Existing Customer,51,F,Uneducated,Single,Less than $40K,Blue,40,5,3,2,"1438,3",908,74,none,2018,"none,2018"
789280683,Existing Customer,56,M,Graduate,Single,$60K - $80K,Silver,45,2,2,3,11714,898,122,none,2018,"none,2018"
789280683,Attrited Customer,56,M,Graduate,Single,$60K - $80K,Silver,57,2,3,3,11714,952,115,Q2,2019,"Q2,2019"
789282333,Existing Customer,62,F,College,Married,$40K - $60K,Silver,51,3,3,3,10826,1274,34,none,2018,"none,2018"
789282333,Existing Customer,62,F,College,Married,$40K - $60K,Silver,63,3,1,3,10826,655,95,none,2019,"none,2019"
789289383,Existing Customer,42,M,Graduate,Single,$80K - $120K,Platinum,43,2,0,3,34516,1068,42,none,2019,"none,2019"
789289383,Existing Customer,42,M,Graduate,Single,$80K - $120K,Platinum,31,2,2,3,34516,2120,97,none,2018,"none,2018"
789291633,Existing Customer,62,M,Graduate,Single,$60K - $80K,Silver,51,3,2,0,5450,967,45,none,2018,"none,2018"
789291633,Existing Customer,62,M,Graduate,Single,$60K - $80K,Silver,63,3,2,0,5450,933,56,none,2019,"none,2019"
789293358,Existing Customer,46,F,Graduate,Single,$40K - $60K,Silver,47,3,2,4,7578,930,65,none,2019,"none,2019"
